location_address_streetAddress,location_address_city,location_position_latitude,location_position_longitude,location_namedAreas_0,location_region_municipalityName,location_region_countyName,listPrice,livingArea,plotArea,source_name,source_id,source_type,source_url,rooms,published,constructionYear,objectType,booliId,soldDate,soldPrice,soldPriceSource,url,additionalArea,rent
Moje 595,Gagnef,60.611446,15.089305,Gagnef,Gagnef,Dalarnas län,1495000,65.0,918.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,3.0,2018-05-11 04:59:08,1968.0,Villa,3125388,2018-05-29,2075000,bid,https://www.booli.se/annons/3125388,,
Djurmovägen 12,Djurmo,60.549645,15.180092,Djurmo,Gagnef,Dalarnas län,1475000,65.0,725.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,3.0,2018-04-28 08:23:50,1909.0,Villa,3099764,2018-05-12,1615000,bid,https://www.booli.se/annons/3099764,,
Ersholsvägen 58,Mockfjärd,60.486884,14.96166,Mockfjärd,Gagnef,Dalarnas län,800000,70.0,780.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,3.0,2017-09-15 13:25:50,1909.0,Villa,2410495,2018-03-06,675000,bid,https://www.booli.se/annons/2410495,35.0,
Högberget 62,Mockfjärd,60.505328,14.941702,Mockfjärd,Gagnef,Dalarnas län,1750000,140.0,2054.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,5.0,2017-10-25 03:18:24,2010.0,Villa,3024704,2018-01-20,1450000,bid,https://www.booli.se/annons/3024704,,
Björbovägen 120,Björbo,60.46356063,14.6947853,Björbo,Gagnef,Dalarnas län,1490000,155.0,,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,6.0,2017-07-07 22:42:25,1951.0,Villa,2366069,2018-01-14,1350000,bid,https://www.booli.se/annons/2366069,60.0,
Djurmo 27,Djurmo,60.551732,15.183914,Djurmo,Gagnef,Dalarnas län,1800000,150.0,3542.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,5.0,2017-05-11 04:01:32,1909.0,Villa,2321948,2017-12-29,1680000,bid,https://www.booli.se/annons/2321948,,
Hagenvägen 5,,60.532638,15.16039,78560,Gagnef,Dalarnas län,1175000,100.0,3542.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,3.0,2017-08-17 00:11:48,1909.0,Villa,2385845,2017-11-24,800000,bid,https://www.booli.se/annons/2385845,5.0,
Tegelbruksvägen 24,Gagnef,60.596378,15.078746,Gagnef,Gagnef,Dalarnas län,890000,115.0,891.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,5.0,2017-08-01 15:07:08,1934.0,Villa,2375792,2017-10-12,810000,bid,https://www.booli.se/annons/2375792,115.0,
Fix Gattu 13,Djurmo,60.548364,15.184405,Djurmo,Gagnef,Dalarnas län,975000,105.0,1045.0,Svensk Fastighetsförmedling,713,Broker,http://www.svenskfast.se/,5.0,2017-09-05 19:58:29,1909.0,Villa,2402189,2017-10-10,1350000,bid,https://www.booli.se/annons/2402189,,
Präståkersvägen 11B,Mockfjärd,60.5026404,14.9730418,Mockfjärd,Gagnef,Dalarnas län,850000,180.0,1801.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,6.0,2017-05-25 18:19:05,1960.0,Villa,2337662,2017-08-23,900000,bid,https://www.booli.se/annons/2337662,105.0,
Holsåkersvägen 6,Floda,60.505736,14.792186,Dala-Floda,Gagnef,Dalarnas län,2800000,200.0,968.0,Svensk Fastighetsförmedling,713,Broker,http://www.svenskfast.se/,7.0,2017-06-14 04:51:44,1929.0,Villa,2352617,2017-07-07,3000000,bid,https://www.booli.se/annons/2352617,,
Tallbacksvägen,Gagnef,60.58993458,15.08079169,Gagnef,Gagnef,Dalarnas län,1650000,99.0,1325.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,4.0,2017-05-24 13:07:44,1963.0,Villa,2336334,2017-06-29,1550000,bid,https://www.booli.se/annons/2336334,77.0,
Gröntuv,,60.58428723,15.13581563,Djurås,Gagnef,Dalarnas län,1495000,217.0,5062.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,6.0,2017-06-02 10:44:25,1926.0,Villa,2343923,2017-06-25,1943000,bid,https://www.booli.se/annons/2343923,80.0,
Åvägen,Djurås,60.55527991,15.13193207,Djurås,Gagnef,Dalarnas län,1750000,97.0,1020.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,6.0,2017-05-13 22:23:02,1972.0,Villa,2291578,2017-06-22,1700000,bid,https://www.booli.se/annons/2291578,131.0,
Österfors 68,,60.595662,15.024191,78530,Gagnef,Dalarnas län,2485000,160.0,1045.0,Svensk Fastighetsförmedling,713,Broker,http://www.svenskfast.se/,6.0,2017-05-24 16:13:00,1920.0,Villa,2336507,2017-06-13,2860000,bid,https://www.booli.se/annons/2336507,,
Tallbacksvägen 15,Gagnef,60.591522,15.076343,Tallbacken,Gagnef,Dalarnas län,1850000,160.0,2418.0,Svensk Fastighetsförmedling,713,Broker,http://www.svenskfast.se/,4.0,2017-05-03 18:08:30,1897.0,Villa,2298076,2017-06-01,2210000,bid,https://www.booli.se/annons/2298076,113.0,
Djörmo - Djörmovägen 16,,60.54860475,15.15964426,Djurås,Gagnef,Dalarnas län,3950000,156.0,2243.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,3.0,2017-04-21 20:29:44,2008.0,Villa,2306687,2017-05-12,4070000,bid,https://www.booli.se/annons/2306687,9.0,
Täktholvägen 5,Bäsna,60.536394,15.204366,Bäsna,Gagnef,Dalarnas län,1495000,125.0,1120.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,3.0,2017-01-24 12:14:58,1971.0,Villa,2238165,2017-04-11,1300000,bid,https://www.booli.se/annons/2238165,26.0,
Tegelbruksvägen 7,Gagnef,60.59246329,15.07370928,Gagnef,Gagnef,Dalarnas län,375000,85.0,500.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,1.0,2016-11-11 15:29:55,,Villa,2214848,2017-03-20,200000,bid,https://www.booli.se/annons/2214848,,
Lindbyvägen 4,Mockfjärd,60.50454352,14.96451181,Mockfjärd,Gagnef,Dalarnas län,2150000,215.0,3624.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,4.0,2017-02-21 23:02:30,1925.0,Villa,2259086,2017-02-24,2150000,bid,https://www.booli.se/annons/2259086,,
Stängslavägen 4,Sifferbo,60.556492,15.229293,Sifferbo,Gagnef,Dalarnas län,1595000,138.0,4400.0,Slagga.se,1401,Broker,http://www.slagga.se/,6.0,2016-08-30 09:25:37,1909.0,Villa,2161916,2016-12-13,1400000,bid,https://www.booli.se/annons/2161916,3.0,
Björbo - Holgattu 14,Björbo,60.46520678,14.70492786,Björbo,Gagnef,Dalarnas län,475000,108.0,4070.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,4.0,2016-09-14 19:31:01,1933.0,Villa,2174777,2016-10-28,480000,bid,https://www.booli.se/annons/2174777,90.0,
Djurås - Solvägen 8,Djurås,60.55849375,15.1302974,Djurås,Gagnef,Dalarnas län,1385000,105.0,1154.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,5.0,2016-08-18 14:39:48,1963.0,Villa,2155526,2016-09-18,1350000,bid,https://www.booli.se/annons/2155526,90.0,
Tegvägen 6,Mockfjärd,60.499671,14.965868,Mockfjärd,Gagnef,Dalarnas län,350000,115.0,1252.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,4.0,2016-06-20 22:10:29,1930.0,Villa,2130058,2016-08-23,310000,bid,https://www.booli.se/annons/2130058,5.0,
Pellesgattu 3,Nordbäck,60.577349,15.084831,Nordbäck,Gagnef,Dalarnas län,1995000,113.0,10660.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,5.0,2016-06-23 02:13:52,1937.0,Villa,2131321,2016-07-11,2570000,bid,https://www.booli.se/annons/2131321,5.0,
Videvägen 12,Mockfjärd,60.49262,14.956357,Mockfjärd,Gagnef,Dalarnas län,440000,92.0,602.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,4.0,2016-05-19 20:50:45,1960.0,Villa,2107597,2016-05-30,440000,bid,https://www.booli.se/annons/2107597,55.0,
Gräv 26,,60.620255,15.053225,Gräv,Gagnef,Dalarnas län,990000,90.0,1635.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,3.0,2016-04-12 22:00:40,1923.0,Villa,2058601,2016-05-09,1130000,bid,https://www.booli.se/annons/2058601,10.0,
Hellsinggårdsvägen 18,Bäsna,60.54597372,15.22677554,Bäsna,Gagnef,Dalarnas län,975000,130.0,5700.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,4.0,2016-03-24 19:54:07,1958.0,Villa,2059261,2016-04-19,1285000,bid,https://www.booli.se/annons/2059261,,
Tjärnhedsvägen 1,Gagnef,60.602748,15.070489,Gagnef,Gagnef,Dalarnas län,1275000,144.0,1743.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,5.0,2016-03-22 18:28:31,1980.0,Villa,2049883,2016-04-19,1425000,bid,https://www.booli.se/annons/2049883,66.0,
Djurmovägen 12,Djurmo,60.549645,15.180092,Djurmo,Gagnef,Dalarnas län,950000,65.0,725.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,3.0,2016-04-11 16:24:28,1909.0,Villa,2073776,2016-04-18,1200000,bid,https://www.booli.se/annons/2073776,,
Borgsheden 198,Mockfjärd,60.497245,14.919292,Mockfjärd,Gagnef,Dalarnas län,1350000,196.0,2718.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,4.0,2016-03-05 17:51:45,1979.0,Villa,2051718,2016-04-13,1350000,bid,https://www.booli.se/annons/2051718,67.0,
Lindbyvägen 4,Mockfjärd,60.50454352,14.96451181,Mockfjärd,Gagnef,Dalarnas län,1900000,215.0,3624.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,4.0,2016-02-17 02:47:18,1925.0,Villa,2011347,2016-03-13,2110000,bid,https://www.booli.se/annons/2011347,,
Nyåkersvägen 3,Djurås,60.557162,15.122636,Djurås,Gagnef,Dalarnas län,1150000,160.0,1112.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,5.0,2016-02-06 02:12:57,1954.0,Villa,2033785,2016-03-05,1200000,bid,https://www.booli.se/annons/2033785,85.0,
Larssvedsbacken 20,Nordbäck,60.57620841,15.06897195,Nordbäck,Gagnef,Dalarnas län,1650000,119.0,2160.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,7.0,2015-11-06 16:55:12,1978.0,Villa,1994088,2016-02-05,1450000,bid,https://www.booli.se/annons/1994088,127.0,
Bygattu 17,Sifferbo,60.555154,15.22932,Sifferbo,Gagnef,Dalarnas län,385000,233.0,1265.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,,2015-10-11 16:50:46,1938.0,Villa,1966074,2016-01-30,385000,bid,https://www.booli.se/annons/1966074,138.0,
Österfors 70,,60.59524,15.02441,78530,Gagnef,Dalarnas län,1600000,120.0,2138.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,4.0,2015-07-25 14:50:38,1909.0,Villa,1895592,2016-01-12,1200000,bid,https://www.booli.se/annons/1895592,18.0,
Sjövägen 6,Djurås,60.558645,15.121529,Djurås,Gagnef,Dalarnas län,1275000,100.0,1027.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,4.0,2015-09-04 22:21:32,1939.0,Villa,1948119,2015-12-17,1275000,bid,https://www.booli.se/annons/1948119,,
Österfors,,60.59766817,15.02451135,Österfors,Gagnef,Dalarnas län,250000,,1951.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,,2015-06-10 17:34:47,,Villa,1902758,2015-12-04,225000,bid,https://www.booli.se/annons/1902758,,
Kvarnvägen 7,Mockfjärd,60.49525,14.95306,Mockfjärd,Gagnef,Dalarnas län,590000,86.0,980.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,5.0,2015-10-27 00:40:24,1955.0,Villa,1973087,2015-11-22,580000,bid,https://www.booli.se/annons/1973087,86.0,
Stuga,,60.47545996,15.12600652,Djurås,Gagnef,Dalarnas län,450000,49.0,1937.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,3.0,2015-05-07 03:46:14,1979.0,Villa,1872606,2015-11-06,360000,bid,https://www.booli.se/annons/1872606,,
Tegelbruksvägen 26,Gagnef,60.596548,15.078966,Stationssamhället Gagnef,Gagnef,Dalarnas län,695000,110.0,1504.0,Slagga.se,1401,Broker,http://www.slagga.se/,7.0,2015-06-24 15:48:10,1946.0,Villa,1911900,2015-10-30,550000,bid,https://www.booli.se/annons/1911900,70.0,
Hanses Gattu 3,,60.54230166,15.10753108,Svedjan,Gagnef,Dalarnas län,3475000,150.0,1720.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,,2015-04-28 01:14:44,1600.0,Villa,1864390,2015-10-28,3150000,bid,https://www.booli.se/annons/1864390,120.0,
Buffervägen 21,,60.540434,15.123739,Bodarna,Gagnef,Dalarnas län,495000,55.0,2035.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,3.0,2015-09-15 10:56:51,1910.0,Villa,1908798,2015-09-25,495000,bid,https://www.booli.se/annons/1908798,,
Stålmyrgattu 6,Sifferbo,60.56800818,15.21412338,Sifferbo,Gagnef,Dalarnas län,550000,119.0,,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,5.0,2015-09-07 11:31:21,1990.0,Villa,1948543,2015-09-20,720000,bid,https://www.booli.se/annons/1948543,,
Trätäppvägen 78,Mockfjärd,60.502647,14.950063,Mockfjärd,Gagnef,Dalarnas län,895000,105.0,933.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,4.0,2015-08-19 13:34:59,1980.0,Villa,1936142,2015-08-31,1075000,bid,https://www.booli.se/annons/1936142,49.0,
Flodvägen 20,Djurås,60.556399,15.132845,Djurås,Gagnef,Dalarnas län,1350000,129.0,1045.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,5.0,2015-08-07 18:36:08,1972.0,Villa,1929336,2015-08-27,1430000,bid,https://www.booli.se/annons/1929336,31.0,
Tegvägen 6,Mockfjärd,60.499671,14.965868,Mockfjärd,Gagnef,Dalarnas län,175000,115.0,1252.0,Svensk Fastighetsförmedling,713,Broker,http://www.svenskfast.se/,4.0,2015-08-03 09:53:15,1930.0,Villa,1926049,2015-08-20,210000,bid,https://www.booli.se/annons/1926049,5.0,
Stålmyrgattu 3,Sifferbo,60.56762002,15.21374175,Sifferbo,Gagnef,Dalarnas län,575000,103.0,,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,4.0,2015-07-14 17:50:00,1990.0,Villa,1919237,2015-08-01,700000,bid,https://www.booli.se/annons/1919237,,
Lillsvängen 2,,60.534749,15.134651,78560,Gagnef,Dalarnas län,1250000,112.0,1061.0,Hemverket,1655,Broker,http://www.hemverket.se/,4.0,2015-06-15 17:47:33,1983.0,Villa,1906784,2015-07-15,1170000,bid,https://www.booli.se/annons/1906784,0.0,
Bomsarvet 28,,60.557391,15.082864,Djurås,Gagnef,Dalarnas län,1375000,115.0,4571.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,5.0,2015-06-04 22:25:27,1929.0,Villa,1898636,2015-07-11,1300000,bid,https://www.booli.se/annons/1898636,6.0,
Björkavägen 19,,60.532972,15.077827,Djurås,Gagnef,Dalarnas län,870000,136.0,974.0,Mäklarhuset,204,Broker,http://www.maklarhuset.se/,4.0,2015-05-22 02:03:50,1940.0,Villa,1886618,2015-06-12,1035000,bid,https://www.booli.se/annons/1886618,96.0,
Österfors 54,,60.59744006,15.02455771,78530,Gagnef,Dalarnas län,2375000,180.0,2193.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,5.0,2015-01-08 16:32:43,1920.0,Villa,1793839,2015-06-07,2050000,bid,https://www.booli.se/annons/1793839,,
Malis väg 10,Sifferbo,60.554174,15.240381,Sifferbo,Gagnef,Dalarnas län,895000,101.0,1001.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,4.0,2014-02-24 14:37:53,1973.0,Villa,1601548,2015-05-09,750000,bid,https://www.booli.se/annons/1601548,100.0,
Myrheden 9,,60.535266,15.129824,Djurås,Gagnef,Dalarnas län,1150000,140.0,2.0,Svensk Fastighetsförmedling,713,Broker,http://www.svenskfast.se/,5.0,2015-04-01 10:45:23,1910.0,Villa,1842670,2015-04-10,1410000,bid,https://www.booli.se/annons/1842670,12.0,
Skrindstavägen 4,Sifferbo,60.554503,15.232488,Sifferbo,Gagnef,Dalarnas län,1285000,115.0,1715.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,5.0,2015-03-06 20:22:18,1909.0,Villa,1827720,2015-03-27,1290000,bid,https://www.booli.se/annons/1827720,45.0,
Paviljongvägen 26,Floda,60.508342,14.788163,Dala-Floda,Gagnef,Dalarnas län,895000,118.0,1220.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,4.0,2014-12-01 21:13:05,1924.0,Villa,1780832,2014-12-18,780000,bid,https://www.booli.se/annons/1780832,13.0,
Täppvägen 19,Djurmo,60.547132,15.179877,Djurmo,Gagnef,Dalarnas län,1450000,165.0,1417.0,Svensk Fastighetsförmedling,713,Broker,http://www.svenskfast.se/,7.0,2014-11-08 03:35:59,1974.0,Villa,1769537,2014-11-22,1630000,bid,https://www.booli.se/annons/1769537,51.0,
Fiolvägen 20,Djurås,60.55612,15.113423,Djurås,Gagnef,Dalarnas län,1365000,110.0,928.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,5.0,2014-09-10 13:35:13,1988.0,Villa,1732029,2014-11-04,1375000,bid,https://www.booli.se/annons/1732029,30.0,
Sälje 309,,60.49586687,14.85180764,Dala-Floda,Gagnef,Dalarnas län,475000,63.0,3205.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,2.0,2014-07-04 16:40:45,1909.0,Villa,1694298,2014-07-28,575000,bid,https://www.booli.se/annons/1694298,0.0,
Trätäppvägen 73,Mockfjärd,60.50235,14.94757,Mockfjärd,Gagnef,Dalarnas län,1050000,120.0,815.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,9.0,2014-07-18 16:35:35,1977.0,Villa,1698378,2014-07-28,1075000,bid,https://www.booli.se/annons/1698378,120.0,
Täktholvägen 32,Bäsna,60.532733,15.208443,Bäsna,Gagnef,Dalarnas län,1550000,110.0,1385.0,Svensk Fastighetsförmedling,713,Broker,http://www.svenskfast.se/,4.0,2014-06-02 16:41:58,1930.0,Villa,1673349,2014-06-23,1600000,bid,https://www.booli.se/annons/1673349,5.0,
Stensvedsvägen 6,Bäsna,60.53246724,15.19819655,Bäsna,Gagnef,Dalarnas län,950000,75.0,11620.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,3.0,2014-05-09 02:50:50,1721.0,Villa,1653941,2014-06-13,1170000,bid,https://www.booli.se/annons/1653941,0.0,
Tjärnavägen 14,Gagnef,60.599343,15.073988,Gagnef,Gagnef,Dalarnas län,600000,101.0,2443.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,4.0,2013-04-19 03:30:11,1946.0,Villa,1399861,2014-04-30,430000,bid,https://www.booli.se/annons/1399861,101.0,
Djuråsbyvägen 26,Djurås,60.5482703,15.14995575,Djurås By,Gagnef,Dalarnas län,775000,,3739.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,,2013-08-07 13:40:58,1897.0,Villa,1591954,2014-04-17,550000,bid,https://www.booli.se/annons/1591954,,
Tegelbruksvägen 8B,Gagnef,60.59247744,15.07473071,Gagnef Kyrkbyn,Gagnef,Dalarnas län,1475000,,4569.0,Svensk Fastighetsförmedling,713,Broker,http://www.svenskfast.se/,6.0,2013-07-12 13:51:01,1949.0,Villa,1464424,2014-03-18,1400000,bid,https://www.booli.se/annons/1464424,,
Bäsnavägen 45,Bäsna,60.538707,15.206239,Bäsna,Gagnef,Dalarnas län,850000,72.0,2132.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,3.0,2013-11-26 13:35:06,1953.0,Villa,1554958,2014-01-21,800000,bid,https://www.booli.se/annons/1554958,67.0,
Skinarstavägen 4,Djurås,60.558653,15.122933,Djurås,Gagnef,Dalarnas län,1850000,126.0,3374.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,5.0,2013-11-14 01:15:50,1941.0,Villa,1547838,2013-12-13,1850000,bid,https://www.booli.se/annons/1547838,72.0,
Tallbacksvägen 7,Gagnef,60.5911,15.075521,Gagnef,Gagnef,Dalarnas län,1395000,115.0,2118.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,,2013-09-17 13:35:43,1909.0,Villa,1509600,2013-11-10,1325000,bid,https://www.booli.se/annons/1509600,0.0,
Färjbacksvägen 27,Djurås,60.552481,15.136074,Djurås,Gagnef,Dalarnas län,735000,78.0,1400.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,3.0,2013-08-19 14:12:21,1909.0,Villa,1486929,2013-08-30,860000,bid,https://www.booli.se/annons/1486929,0.0,
Holtäppsvägen 2,Bäsna,60.543561,15.225501,Bäsna,Gagnef,Dalarnas län,595000,57.0,1140.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,3.0,2013-06-30 10:32:36,1939.0,Villa,1459446,2013-07-22,520000,bid,https://www.booli.se/annons/1459446,29.0,
Bygattu 84,Sifferbo,60.566825,15.213806,Sifferbo,Gagnef,Dalarnas län,850000,95.0,1548.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,5.0,2013-04-22 23:45:15,1978.0,Villa,1402449,2013-05-18,1270000,bid,https://www.booli.se/annons/1402449,0.0,
Nordanholen 12,Mockfjärd,60.508224,14.953532,Mockfjärd,Gagnef,Dalarnas län,985000,135.0,1692.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,4.0,2013-02-14 16:35:55,1909.0,Villa,1357885,2013-03-29,950000,bid,https://www.booli.se/annons/1357885,5.0,
Källvägen 4,,60.53201707,15.15781574,Gagnef,Gagnef,Dalarnas län,340000,111.0,,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,5.0,2012-11-21 13:35:27,1991.0,Villa,1316599,2013-02-12,490000,bid,https://www.booli.se/annons/1316599,,
Hasselvägen 12,Mockfjärd,60.490859,14.954012,Mockfjärd,Gagnef,Dalarnas län,375000,118.0,977.0,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/,,2012-08-07 16:33:59,1969.0,Villa,1240207,2012-10-05,415000,bid,https://www.booli.se/annons/1240207,84.0,
